entry_id,transaction_id,account_id,type,amount,currency,platform_fee,tax,net_amount,status,reconciliation_id,notes,recorded_at,updated_at,operator_id
LED_9311,TXN_19311,ACC_MER_004,credit,10451.27,INR,209.03,31.35,10210.89,reconciled,REC_9311,Auto-reconciled,2026-09-15 08:22:00,,SYS
LED_9312,TXN_19312,ACC_MER_004,credit,19831.86,INR,396.64,59.5,19375.73,reconciled,REC_9312,Auto-reconciled,2026-09-15 12:24:00,,SYS
LED_9313,TXN_19313,ACC_MER_001,credit,4595.6,INR,91.91,13.79,4489.9,reconciled,REC_9313,Auto-reconciled,2026-09-15 11:26:00,,SYS
LED_9314,TXN_19314,ACC_MER_004,credit,7931.64,INR,158.63,23.79,7749.21,reconciled,REC_9314,Auto-reconciled,2026-09-15 09:28:00,,SYS
LED_9316,TXN_19316,ACC_MER_001,credit,18705.72,INR,374.11,56.12,18275.49,reconciled,REC_9316,Auto-reconciled,2026-09-15 11:32:00,,SYS
LED_9317,TXN_19317,ACC_MER_005,credit,1551.24,INR,31.02,4.65,1515.56,reconciled,REC_9317,Auto-reconciled,2026-09-15 11:34:00,,SYS
LED_9318,TXN_19318,ACC_MER_001,credit,10079.29,INR,201.59,30.24,9847.47,reconciled,REC_9318,Auto-reconciled,2026-09-15 10:36:00,,SYS
LED_9319,TXN_19319,ACC_MER_005,credit,16519.9,INR,330.4,49.56,16139.94,pending,,Awaiting bank settlement,2026-09-14 06:38:00,,SYS
LED_9320,TXN_19320,ACC_MER_001,credit,7340.43,INR,146.81,22.02,7171.6,pending,,Awaiting bank settlement,2026-09-14 06:40:00,,SYS
LED_9322,TXN_19322,ACC_MER_001,credit,9576.09,INR,191.52,28.73,9355.84,reconciled,REC_9322,Auto-reconciled,2026-09-15 12:44:00,,SYS
LED_9323,TXN_19323,ACC_MER_003,credit,2681.78,INR,53.64,8.05,2620.1,reconciled,REC_9323,Auto-reconciled,2026-09-15 08:46:00,,SYS
LED_9324,TXN_19324,ACC_MER_003,credit,867.27,INR,17.35,2.6,847.32,reconciled,REC_9324,Auto-reconciled,2026-09-15 10:48:00,,SYS
LED_9325,TXN_19325,ACC_MER_003,credit,13286.24,INR,265.72,39.86,12980.66,reconciled,REC_9325,Auto-reconciled,2026-09-15 11:50:00,,SYS
LED_9326,TXN_19326,ACC_MER_003,credit,5496.67,INR,109.93,16.49,5370.25,reconciled,REC_9326,Auto-reconciled,2026-09-15 08:52:00,,SYS
LED_9327,TXN_19327,ACC_MER_002,credit,7099.7,INR,141.99,21.3,6936.41,reconciled,REC_9327,Auto-reconciled,2026-09-15 11:54:00,,SYS
LED_9328,TXN_19328,ACC_MER_004,credit,19518.17,INR,390.36,58.55,19069.25,reconciled,REC_9328,Auto-reconciled,2026-09-15 11:56:00,,SYS
LED_9329,TXN_19329,ACC_MER_004,credit,11268.93,INR,225.38,33.81,11009.74,reconciled,REC_9329,Auto-reconciled,2026-09-15 12:58:00,,SYS
LED_9330,TXN_19330,ACC_MER_003,credit,948.8,INR,18.98,2.85,926.98,reconciled,REC_9330,Auto-reconciled,2026-09-15 12:00:00,,SYS
LED_9331,TXN_19331,ACC_MER_004,credit,3950.97,INR,79.02,11.85,3860.1,reconciled,REC_9331,Auto-reconciled,2026-09-15 10:02:00,,SYS
LED_9333,TXN_19333,ACC_MER_004,credit,4814.64,INR,96.29,14.44,4703.9,reconciled,REC_9333,Auto-reconciled,2026-09-15 12:06:00,,SYS
LED_9334,TXN_19334,ACC_MER_001,credit,10607.08,INR,212.14,31.82,10363.12,pending,,Awaiting bank settlement,2026-09-14 07:08:00,,SYS
LED_9338,TXN_19338,ACC_MER_004,credit,17728.64,INR,354.57,53.19,17320.88,reconciled,REC_9338,Auto-reconciled,2026-09-15 12:16:00,,SYS
LED_9339,TXN_19339,ACC_MER_005,credit,19446.25,INR,388.93,58.34,18998.99,reconciled,REC_9339,Auto-reconciled,2026-09-15 13:18:00,,SYS
LED_9340,TXN_19340,ACC_MER_002,credit,20202.23,INR,404.04,60.61,19737.58,reconciled,REC_9340,Auto-reconciled,2026-09-15 12:20:00,,SYS
LED_9341,TXN_19341,ACC_MER_004,credit,8962.02,INR,179.24,26.89,8755.89,reconciled,REC_9341,Auto-reconciled,2026-09-15 10:22:00,,SYS
LED_9342,TXN_19342,ACC_MER_004,credit,22641.68,INR,452.83,67.93,22120.92,reconciled,REC_9342,Auto-reconciled,2026-09-15 11:24:00,,SYS
LED_9343,TXN_19343,ACC_MER_003,credit,311.47,INR,6.23,0.93,304.31,reconciled,REC_9343,Auto-reconciled,2026-09-15 09:26:00,,SYS
LED_9344,TXN_19344,ACC_MER_002,credit,16809.48,INR,336.19,50.43,16422.86,reconciled,REC_9344,Auto-reconciled,2026-09-15 12:28:00,,SYS
LED_9346,TXN_19346,ACC_MER_004,credit,17957.65,INR,359.15,53.87,17544.62,reconciled,REC_9346,Auto-reconciled,2026-09-15 09:32:00,,SYS
LED_9350,TXN_19350,ACC_MER_002,credit,1603.1,INR,32.06,4.81,1566.23,reconciled,REC_9350,Auto-reconciled,2026-09-15 11:40:00,,SYS
LED_9351,TXN_19351,ACC_MER_003,credit,1287.45,INR,25.75,3.86,1257.84,reconciled,REC_9351,Auto-reconciled,2026-09-15 09:42:00,,SYS
LED_9352,TXN_19352,ACC_MER_004,credit,15013.22,INR,300.26,45.04,14667.92,reconciled,REC_9352,Auto-reconciled,2026-09-15 12:44:00,,SYS
LED_9353,TXN_19353,ACC_MER_002,credit,20039.6,INR,400.79,60.12,19578.69,reconciled,REC_9353,Auto-reconciled,2026-09-15 12:46:00,,SYS
LED_9354,TXN_19354,ACC_MER_003,credit,14970.21,INR,299.4,44.91,14625.9,reconciled,REC_9354,Auto-reconciled,2026-09-15 12:48:00,,SYS
LED_9356,TXN_19356,ACC_MER_004,credit,5429.98,INR,108.6,16.29,5305.09,pending,,Awaiting bank settlement,2026-09-14 07:52:00,,SYS
LED_9357,TXN_19357,ACC_MER_003,credit,23183.98,INR,463.68,69.55,22650.75,reconciled,REC_9357,Auto-reconciled,2026-09-15 13:54:00,,SYS
LED_9358,TXN_19358,ACC_MER_003,credit,15794.23,INR,315.88,47.38,15430.96,reconciled,REC_9358,Auto-reconciled,2026-09-15 10:56:00,,SYS
LED_9359,TXN_19359,ACC_MER_001,credit,3438.55,INR,68.77,10.32,3359.46,reconciled,REC_9359,Auto-reconciled,2026-09-15 12:58:00,,SYS
LED_9360,TXN_19360,ACC_MER_004,credit,20891.68,INR,417.83,62.68,20411.17,reconciled,REC_9360,Auto-reconciled,2026-09-15 14:00:00,,SYS
LED_9362,TXN_19362,ACC_MER_002,credit,135.26,INR,2.71,0.41,132.15,reconciled,REC_9362,Auto-reconciled,2026-09-15 10:04:00,,SYS
LED_9363,TXN_19363,ACC_MER_002,credit,11483.54,INR,229.67,34.45,11219.42,reconciled,REC_9363,Auto-reconciled,2026-09-15 12:06:00,,SYS
LED_9364,TXN_19364,ACC_MER_005,credit,11854.58,INR,237.09,35.56,11581.92,reconciled,REC_9364,Auto-reconciled,2026-09-15 14:08:00,,SYS
LED_9365,TXN_19365,ACC_MER_002,credit,14366.95,INR,287.34,43.1,14036.51,reconciled,REC_9365,Auto-reconciled,2026-09-15 10:10:00,,SYS
LED_9366,TXN_19366,ACC_MER_004,credit,701.12,INR,14.02,2.1,684.99,reconciled,REC_9366,Auto-reconciled,2026-09-15 14:12:00,,SYS
LED_9367,TXN_19367,ACC_MER_004,credit,5648.94,INR,112.98,16.95,5519.01,reconciled,REC_9367,Auto-reconciled,2026-09-15 14:14:00,,SYS
LED_9369,TXN_19369,ACC_MER_003,credit,8141.6,INR,162.83,24.42,7954.34,reconciled,REC_9369,Auto-reconciled,2026-09-15 11:18:00,,SYS
LED_9370,TXN_19370,ACC_MER_002,credit,5781.57,INR,115.63,17.34,5648.59,reconciled,REC_9370,Auto-reconciled,2026-09-15 14:20:00,,SYS
LED_9371,TXN_19371,ACC_MER_001,credit,4926.14,INR,98.52,14.78,4812.84,reconciled,REC_9371,Auto-reconciled,2026-09-15 10:22:00,,SYS
LED_9372,TXN_19372,ACC_MER_003,credit,23419.44,INR,468.39,70.26,22880.79,reconciled,REC_9372,Auto-reconciled,2026-09-15 13:24:00,,SYS
LED_9373,TXN_19373,ACC_MER_001,credit,17250.58,INR,345.01,51.75,16853.82,reconciled,REC_9373,Auto-reconciled,2026-09-15 13:26:00,,SYS
LED_9374,TXN_19374,ACC_MER_001,credit,22297.13,INR,445.94,66.89,21784.3,reconciled,REC_9374,Auto-reconciled,2026-09-15 11:28:00,,SYS
LED_9375,TXN_19375,ACC_MER_003,credit,11458.74,INR,229.17,34.38,11195.19,reconciled,REC_9375,Auto-reconciled,2026-09-15 11:30:00,,SYS
LED_9376,TXN_19376,ACC_MER_004,credit,24586.53,INR,491.73,73.76,24021.04,reconciled,REC_9376,Auto-reconciled,2026-09-15 12:32:00,,SYS
LED_9377,TXN_19377,ACC_MER_002,credit,6962.45,INR,139.25,20.89,6802.31,reconciled,REC_9377,Auto-reconciled,2026-09-15 13:34:00,,SYS
LED_9378,TXN_19378,ACC_MER_002,credit,18486.62,INR,369.73,55.46,18061.43,reconciled,REC_9378,Auto-reconciled,2026-09-15 13:36:00,,SYS
LED_9380,TXN_19380,ACC_MER_001,credit,18077.94,INR,361.56,54.23,17662.15,reconciled,REC_9380,Auto-reconciled,2026-09-15 10:40:00,,SYS
LED_9381,TXN_19381,ACC_MER_001,credit,7380.2,INR,147.6,22.14,7210.46,reconciled,REC_9381,Auto-reconciled,2026-09-15 11:42:00,,SYS
LED_9382,TXN_19382,ACC_MER_005,credit,4757.94,INR,95.16,14.27,4648.51,reconciled,REC_9382,Auto-reconciled,2026-09-15 10:44:00,,SYS
LED_9383,TXN_19383,ACC_MER_004,credit,2230.63,INR,44.61,6.69,2179.33,reconciled,REC_9383,Auto-reconciled,2026-09-15 12:46:00,,SYS
LED_9384,TXN_19384,ACC_MER_001,credit,885.64,INR,17.71,2.66,865.27,reconciled,REC_9384,Auto-reconciled,2026-09-15 11:48:00,,SYS
LED_9385,TXN_19385,ACC_MER_002,credit,23442.62,INR,468.85,70.33,22903.44,reconciled,REC_9385,Auto-reconciled,2026-09-15 11:50:00,,SYS
LED_9386,TXN_19386,ACC_MER_001,credit,15462.71,INR,309.25,46.39,15107.07,reconciled,REC_9386,Auto-reconciled,2026-09-15 14:52:00,,SYS
LED_9387,TXN_19387,ACC_MER_003,credit,21144.49,INR,422.89,63.43,20658.17,reconciled,REC_9387,Auto-reconciled,2026-09-15 13:54:00,,SYS
LED_9388,TXN_19388,ACC_MER_002,credit,1849.04,INR,36.98,5.55,1806.51,reconciled,REC_9388,Auto-reconciled,2026-09-15 10:56:00,,SYS
LED_9389,TXN_19389,ACC_MER_001,credit,12350.24,INR,247.0,37.05,12066.18,reconciled,REC_9389,Auto-reconciled,2026-09-15 10:58:00,,SYS
LED_9391,TXN_19391,ACC_MER_001,credit,20143.92,INR,402.88,60.43,19680.61,reconciled,REC_9391,Auto-reconciled,2026-09-15 15:02:00,,SYS
LED_9392,TXN_19392,ACC_MER_002,credit,19992.96,INR,399.86,59.98,19533.12,reconciled,REC_9392,Auto-reconciled,2026-09-15 14:04:00,,SYS
LED_9393,TXN_19393,ACC_MER_003,credit,21072.51,INR,421.45,63.22,20587.84,reconciled,REC_9393,Auto-reconciled,2026-09-15 14:06:00,,SYS
LED_9394,TXN_19394,ACC_MER_001,credit,24389.4,INR,487.79,73.17,23828.44,reconciled,REC_9394,Auto-reconciled,2026-09-15 12:08:00,,SYS
LED_9395,TXN_19395,ACC_MER_005,credit,23322.52,INR,466.45,69.97,22786.1,reconciled,REC_9395,Auto-reconciled,2026-09-15 15:10:00,,SYS
LED_9396,TXN_19396,ACC_MER_001,credit,6803.86,INR,136.08,20.41,6647.37,reconciled,REC_9396,Auto-reconciled,2026-09-15 14:12:00,,SYS
LED_9397,TXN_19397,ACC_MER_003,credit,21315.03,INR,426.3,63.95,20824.78,reconciled,REC_9397,Auto-reconciled,2026-09-15 13:14:00,,SYS
LED_9398,TXN_19398,ACC_MER_003,credit,2414.71,INR,48.29,7.24,2359.17,reconciled,REC_9398,Auto-reconciled,2026-09-15 11:16:00,,SYS
LED_9399,TXN_19399,ACC_MER_005,credit,16311.79,INR,326.24,48.94,15936.62,reconciled,REC_9399,Auto-reconciled,2026-09-15 14:18:00,,SYS
LED_9401,TXN_19401,ACC_MER_001,credit,2013.85,INR,40.28,6.04,1967.53,reconciled,REC_9401,Auto-reconciled,2026-09-15 12:22:00,,SYS
LED_9402,TXN_19402,ACC_MER_003,credit,12290.98,INR,245.82,36.87,12008.29,reconciled,REC_9402,Auto-reconciled,2026-09-15 14:24:00,,SYS
LED_9403,TXN_19403,ACC_MER_002,credit,973.32,INR,19.47,2.92,950.93,reconciled,REC_9403,Auto-reconciled,2026-09-15 12:26:00,,SYS
LED_9404,TXN_19404,ACC_MER_004,credit,7189.21,INR,143.78,21.57,7023.86,reconciled,REC_9404,Auto-reconciled,2026-09-15 15:28:00,,SYS
LED_9405,TXN_19405,ACC_MER_004,credit,13609.5,INR,272.19,40.83,13296.48,reconciled,REC_9405,Auto-reconciled,2026-09-15 15:30:00,,SYS
LED_9406,TXN_19406,ACC_MER_002,credit,14019.03,INR,280.38,42.06,13696.59,reconciled,REC_9406,Auto-reconciled,2026-09-15 13:32:00,,SYS
LED_9407,TXN_19407,ACC_MER_003,credit,1628.52,INR,32.57,4.89,1591.06,reconciled,REC_9407,Auto-reconciled,2026-09-15 14:34:00,,SYS
LED_9408,TXN_19408,ACC_MER_001,credit,3218.35,INR,64.37,9.66,3144.33,reconciled,REC_9408,Auto-reconciled,2026-09-15 11:36:00,,SYS
LED_9409,TXN_19409,ACC_MER_005,credit,7290.43,INR,145.81,21.87,7122.75,reconciled,REC_9409,Auto-reconciled,2026-09-15 11:38:00,,SYS
LED_9411,TXN_19411,ACC_MER_003,credit,3462.6,INR,69.25,10.39,3382.96,reconciled,REC_9411,Auto-reconciled,2026-09-15 12:42:00,,SYS
LED_9412,TXN_19412,ACC_MER_002,credit,3464.13,INR,69.28,10.39,3384.46,reconciled,REC_9412,Auto-reconciled,2026-09-15 11:44:00,,SYS
LED_9413,TXN_19413,ACC_MER_002,credit,17042.2,INR,340.84,51.13,16650.23,reconciled,REC_9413,Auto-reconciled,2026-09-15 12:46:00,,SYS
LED_9414,TXN_19414,ACC_MER_001,credit,19318.06,INR,386.36,57.95,18873.74,reconciled,REC_9414,Auto-reconciled,2026-09-15 15:48:00,,SYS
LED_9415,TXN_19415,ACC_MER_003,credit,7228.98,INR,144.58,21.69,7062.71,reconciled,REC_9415,Auto-reconciled,2026-09-15 11:50:00,,SYS
LED_9416,TXN_19416,ACC_MER_002,credit,8234.41,INR,164.69,24.7,8045.02,reconciled,REC_9416,Auto-reconciled,2026-09-15 14:52:00,,SYS
LED_9417,TXN_19417,ACC_MER_005,credit,6274.59,INR,125.49,18.82,6130.27,reconciled,REC_9417,Auto-reconciled,2026-09-15 15:54:00,,SYS
LED_9418,TXN_19418,ACC_MER_003,credit,4879.22,INR,97.58,14.64,4767.0,reconciled,REC_9418,Auto-reconciled,2026-09-15 12:56:00,,SYS
LED_9419,TXN_19419,ACC_MER_003,credit,21300.99,INR,426.02,63.9,20811.07,pending,,Awaiting bank settlement,2026-09-14 09:58:00,,SYS
LED_9420,TXN_19420,ACC_MER_003,credit,2014.38,INR,40.29,6.04,1968.05,reconciled,REC_9420,Auto-reconciled,2026-09-15 14:00:00,,SYS
LED_9421,TXN_19421,ACC_MER_002,credit,7279.67,INR,145.59,21.84,7112.24,reconciled,REC_9421,Auto-reconciled,2026-09-15 13:02:00,,SYS
LED_9422,TXN_19422,ACC_MER_004,credit,22005.65,INR,440.11,66.02,21499.52,reconciled,REC_9422,Auto-reconciled,2026-09-15 16:04:00,,SYS
LED_9423,TXN_19423,ACC_MER_005,credit,16665.06,INR,333.3,50.0,16281.76,reconciled,REC_9423,Auto-reconciled,2026-09-15 12:06:00,,SYS
LED_9424,TXN_19424,ACC_MER_004,credit,2355.43,INR,47.11,7.07,2301.26,reconciled,REC_9424,Auto-reconciled,2026-09-15 14:08:00,,SYS
LED_9425,TXN_19425,ACC_MER_001,credit,2141.59,INR,42.83,6.42,2092.33,reconciled,REC_9425,Auto-reconciled,2026-09-15 13:10:00,,SYS
LED_9426,TXN_19426,ACC_MER_003,credit,21662.55,INR,433.25,64.99,21164.31,reconciled,REC_9426,Auto-reconciled,2026-09-15 14:12:00,,SYS
LED_9427,TXN_19427,ACC_MER_004,credit,9395.08,INR,187.9,28.19,9178.99,reconciled,REC_9427,Auto-reconciled,2026-09-15 13:14:00,,SYS
LED_9428,TXN_19428,ACC_MER_004,credit,6813.61,INR,136.27,20.44,6656.9,reconciled,REC_9428,Auto-reconciled,2026-09-15 14:16:00,,SYS
LED_9429,TXN_19429,ACC_MER_004,credit,17860.35,INR,357.21,53.58,17449.56,reconciled,REC_9429,Auto-reconciled,2026-09-15 15:18:00,,SYS
LED_9430,TXN_19430,ACC_MER_004,credit,14684.76,INR,293.7,44.05,14347.01,reconciled,REC_9430,Auto-reconciled,2026-09-15 15:20:00,,SYS
LED_9431,TXN_19431,ACC_MER_005,credit,18579.3,INR,371.59,55.74,18151.98,reconciled,REC_9431,Auto-reconciled,2026-09-15 15:22:00,,SYS
LED_9432,TXN_19432,ACC_MER_003,credit,19546.22,INR,390.92,58.64,19096.66,reconciled,REC_9432,Auto-reconciled,2026-09-15 14:24:00,,SYS
LED_9433,TXN_19433,ACC_MER_003,credit,7739.69,INR,154.79,23.22,7561.68,reconciled,REC_9433,Auto-reconciled,2026-09-15 12:26:00,,SYS
LED_9434,TXN_19434,ACC_MER_005,credit,21699.35,INR,433.99,65.1,21200.26,reconciled,REC_9434,Auto-reconciled,2026-09-15 13:28:00,,SYS
LED_9435,TXN_19435,ACC_MER_001,credit,22777.77,INR,455.56,68.33,22253.88,reconciled,REC_9435,Auto-reconciled,2026-09-15 14:30:00,,SYS
LED_9436,TXN_19436,ACC_MER_003,credit,13498.54,INR,269.97,40.5,13188.07,reconciled,REC_9436,Auto-reconciled,2026-09-15 15:32:00,,SYS
LED_9437,TXN_19437,ACC_MER_003,credit,17212.49,INR,344.25,51.64,16816.6,reconciled,REC_9437,Auto-reconciled,2026-09-15 15:34:00,,SYS
LED_9438,TXN_19438,ACC_MER_005,credit,22347.36,INR,446.95,67.04,21833.37,reconciled,REC_9438,Auto-reconciled,2026-09-15 12:36:00,,SYS
LED_9439,TXN_19439,ACC_MER_001,credit,24859.21,INR,497.18,74.58,24287.45,reconciled,REC_9439,Auto-reconciled,2026-09-15 16:38:00,,SYS
LED_9441,TXN_19441,ACC_MER_002,credit,3212.37,INR,64.25,9.64,3138.49,pending,,Awaiting bank settlement,2026-09-14 10:42:00,,SYS
LED_9442,TXN_19442,ACC_MER_005,credit,16556.45,INR,331.13,49.67,16175.65,reconciled,REC_9442,Auto-reconciled,2026-09-15 12:44:00,,SYS
LED_9443,TXN_19443,ACC_MER_001,credit,8189.18,INR,163.78,24.57,8000.83,reconciled,REC_9443,Auto-reconciled,2026-09-15 12:46:00,,SYS
LED_9444,TXN_19444,ACC_MER_003,credit,14380.84,INR,287.62,43.14,14050.08,reconciled,REC_9444,Auto-reconciled,2026-09-15 15:48:00,,SYS
LED_9445,TXN_19445,ACC_MER_002,credit,800.65,INR,16.01,2.4,782.24,reconciled,REC_9445,Auto-reconciled,2026-09-15 12:50:00,,SYS
LED_9446,TXN_19446,ACC_MER_001,credit,11194.79,INR,223.9,33.58,10937.31,reconciled,REC_9446,Auto-reconciled,2026-09-15 16:52:00,,SYS
LED_9447,TXN_19447,ACC_MER_003,credit,7787.97,INR,155.76,23.36,7608.85,pending,,Awaiting bank settlement,2026-09-14 10:54:00,,SYS
LED_9448,TXN_19448,ACC_MER_005,credit,21995.51,INR,439.91,65.99,21489.61,reconciled,REC_9448,Auto-reconciled,2026-09-15 13:56:00,,SYS
LED_9449,TXN_19449,ACC_MER_005,credit,19159.62,INR,383.19,57.48,18718.95,reconciled,REC_9449,Auto-reconciled,2026-09-15 16:58:00,,SYS
LED_9450,TXN_19450,ACC_MER_001,credit,12738.56,INR,254.77,38.22,12445.57,reconciled,REC_9450,Auto-reconciled,2026-09-15 15:00:00,,SYS
LED_9451,TXN_19451,ACC_MER_004,credit,21519.62,INR,430.39,64.56,21024.67,reconciled,REC_9451,Auto-reconciled,2026-09-15 17:02:00,,SYS
LED_9453,TXN_19453,ACC_MER_001,credit,23499.15,INR,469.98,70.5,22958.67,reconciled,REC_9453,Auto-reconciled,2026-09-15 17:06:00,,SYS
LED_9454,TXN_19454,ACC_MER_002,credit,20544.4,INR,410.89,61.63,20071.88,reconciled,REC_9454,Auto-reconciled,2026-09-15 14:08:00,,SYS
LED_9455,TXN_19455,ACC_MER_004,credit,9007.91,INR,180.16,27.02,8800.73,reconciled,REC_9455,Auto-reconciled,2026-09-15 14:10:00,,SYS
LED_9456,TXN_19456,ACC_MER_002,credit,16464.16,INR,329.28,49.39,16085.48,reconciled,REC_9456,Auto-reconciled,2026-09-15 15:12:00,,SYS
LED_9457,TXN_19457,ACC_MER_005,credit,16775.51,INR,335.51,50.33,16389.67,reconciled,REC_9457,Auto-reconciled,2026-09-15 13:14:00,,SYS
LED_9459,TXN_19459,ACC_MER_004,credit,21243.31,INR,424.87,63.73,20754.71,reconciled,REC_9459,Auto-reconciled,2026-09-15 16:18:00,,SYS
LED_9460,TXN_19460,ACC_MER_004,credit,830.91,INR,16.62,2.49,811.8,reconciled,REC_9460,Auto-reconciled,2026-09-15 13:20:00,,SYS
LED_9461,TXN_19461,ACC_MER_002,credit,13982.65,INR,279.65,41.95,13661.05,pending,,Awaiting bank settlement,2026-09-14 11:22:00,,SYS
LED_9462,TXN_19462,ACC_MER_002,credit,11332.22,INR,226.64,34.0,11071.58,reconciled,REC_9462,Auto-reconciled,2026-09-15 15:24:00,,SYS
LED_9463,TXN_19463,ACC_MER_001,credit,1655.21,INR,33.1,4.97,1617.14,reconciled,REC_9463,Auto-reconciled,2026-09-15 14:26:00,,SYS
LED_9464,TXN_19464,ACC_MER_003,credit,23174.62,INR,463.49,69.52,22641.6,reconciled,REC_9464,Auto-reconciled,2026-09-15 14:28:00,,SYS
LED_9465,TXN_19465,ACC_MER_003,credit,15515.26,INR,310.31,46.55,15158.41,reconciled,REC_9465,Auto-reconciled,2026-09-15 15:30:00,,SYS
LED_9466,TXN_19466,ACC_MER_002,credit,3786.67,INR,75.73,11.36,3699.58,reconciled,REC_9466,Auto-reconciled,2026-09-15 16:32:00,,SYS
LED_9467,TXN_19467,ACC_MER_003,credit,23056.72,INR,461.13,69.17,22526.42,reconciled,REC_9467,Auto-reconciled,2026-09-15 13:34:00,,SYS
LED_9468,TXN_19468,ACC_MER_004,credit,804.04,INR,16.08,2.41,785.55,reconciled,REC_9468,Auto-reconciled,2026-09-15 16:36:00,,SYS
LED_9469,TXN_19469,ACC_MER_004,credit,7238.92,INR,144.78,21.72,7072.42,reconciled,REC_9469,Auto-reconciled,2026-09-15 14:38:00,,SYS
LED_9470,TXN_19470,ACC_MER_003,credit,24478.7,INR,489.57,73.44,23915.69,reconciled,REC_9470,Auto-reconciled,2026-09-15 15:40:00,,SYS
LED_9471,TXN_19471,ACC_MER_004,credit,13996.14,INR,279.92,41.99,13674.23,reconciled,REC_9471,Auto-reconciled,2026-09-15 17:42:00,,SYS
LED_9472,TXN_19472,ACC_MER_003,credit,2492.08,INR,49.84,7.48,2434.76,reconciled,REC_9472,Auto-reconciled,2026-09-15 13:44:00,,SYS
LED_9473,TXN_19473,ACC_MER_002,credit,5514.07,INR,110.28,16.54,5387.25,reconciled,REC_9473,Auto-reconciled,2026-09-15 13:46:00,,SYS
LED_9474,TXN_19474,ACC_MER_005,credit,12022.04,INR,240.44,36.07,11745.53,reconciled,REC_9474,Auto-reconciled,2026-09-15 16:48:00,,SYS
LED_9475,TXN_19475,ACC_MER_001,credit,9866.61,INR,197.33,29.6,9639.68,reconciled,REC_9475,Auto-reconciled,2026-09-15 16:50:00,,SYS
LED_9476,TXN_19476,ACC_MER_003,credit,16025.17,INR,320.5,48.08,15656.59,reconciled,REC_9476,Auto-reconciled,2026-09-15 16:52:00,,SYS
LED_9478,TXN_19478,ACC_MER_003,credit,16612.82,INR,332.26,49.84,16230.73,reconciled,REC_9478,Auto-reconciled,2026-09-15 13:56:00,,SYS
LED_9479,TXN_19479,ACC_MER_001,credit,10455.84,INR,209.12,31.37,10215.36,reconciled,REC_9479,Auto-reconciled,2026-09-15 13:58:00,,SYS
LED_9480,TXN_19480,ACC_MER_002,credit,15265.62,INR,305.31,45.8,14914.51,reconciled,REC_9480,Auto-reconciled,2026-09-15 17:00:00,,SYS
LED_9481,TXN_19481,ACC_MER_002,credit,19559.43,INR,391.19,58.68,19109.56,reconciled,REC_9481,Auto-reconciled,2026-09-15 18:02:00,,SYS
LED_9482,TXN_19482,ACC_MER_003,credit,2252.64,INR,45.05,6.76,2200.83,reconciled,REC_9482,Auto-reconciled,2026-09-15 16:04:00,,SYS
LED_9483,TXN_19483,ACC_MER_001,credit,7513.6,INR,150.27,22.54,7340.79,reconciled,REC_9483,Auto-reconciled,2026-09-15 14:06:00,,SYS
LED_9484,TXN_19484,ACC_MER_002,credit,17419.38,INR,348.39,52.26,17018.73,reconciled,REC_9484,Auto-reconciled,2026-09-15 15:08:00,,SYS
LED_9485,TXN_19485,ACC_MER_001,credit,6801.42,INR,136.03,20.4,6644.99,reconciled,REC_9485,Auto-reconciled,2026-09-15 15:10:00,,SYS
LED_9487,TXN_19487,ACC_MER_005,credit,18462.82,INR,369.26,55.39,18038.18,reconciled,REC_9487,Auto-reconciled,2026-09-15 15:14:00,,SYS
LED_9488,TXN_19488,ACC_MER_002,credit,5841.6,INR,116.83,17.52,5707.24,reconciled,REC_9488,Auto-reconciled,2026-09-15 16:16:00,,SYS
LED_9489,TXN_19489,ACC_MER_004,credit,13889.21,INR,277.78,41.67,13569.76,reconciled,REC_9489,Auto-reconciled,2026-09-15 15:18:00,,SYS
LED_9490,TXN_19490,ACC_MER_001,credit,18831.51,INR,376.63,56.49,18398.39,reconciled,REC_9490,Auto-reconciled,2026-09-15 17:20:00,,SYS
LED_9491,TXN_19491,ACC_MER_005,credit,21138.42,INR,422.77,63.42,20652.24,reconciled,REC_9491,Auto-reconciled,2026-09-15 15:22:00,,SYS
LED_9492,TXN_19492,ACC_MER_004,credit,7769.24,INR,155.38,23.31,7590.55,reconciled,REC_9492,Auto-reconciled,2026-09-15 14:24:00,,SYS
LED_9493,TXN_19493,ACC_MER_002,credit,13556.17,INR,271.12,40.67,13244.38,pending,,Awaiting bank settlement,2026-09-14 12:26:00,,SYS
LED_9494,TXN_19494,ACC_MER_004,credit,1778.14,INR,35.56,5.33,1737.24,reconciled,REC_9494,Auto-reconciled,2026-09-15 18:28:00,,SYS
LED_9495,TXN_19495,ACC_MER_004,credit,21091.94,INR,421.84,63.28,20606.83,reconciled,REC_9495,Auto-reconciled,2026-09-15 15:30:00,,SYS
LED_9496,TXN_19496,ACC_MER_003,credit,16305.58,INR,326.11,48.92,15930.55,reconciled,REC_9496,Auto-reconciled,2026-09-15 14:32:00,,SYS
LED_9497,TXN_19497,ACC_MER_001,credit,11992.96,INR,239.86,35.98,11717.12,reconciled,REC_9497,Auto-reconciled,2026-09-15 15:34:00,,SYS
LED_9498,TXN_19498,ACC_MER_001,credit,7803.53,INR,156.07,23.41,7624.05,reconciled,REC_9498,Auto-reconciled,2026-09-15 17:36:00,,SYS
