settlement_id,transaction_id,bank_name,account_last4,routing_number,swift_code,amount,currency,status,failure_reason,batch_id,settled_at,utr_number,reference_id,metadata
STL_3069,TXN_13069,HDFC Bank,2419,RTG123456,SWIFT123,2949.35,INR,settled,,BATCH_20260905,2026-09-06 16:18:00,UTR66864172,REF_3069,{}
STL_3071,TXN_13071,HDFC Bank,8593,RTG123456,SWIFT123,16262.1,INR,settled,,BATCH_20260905,2026-09-06 18:22:00,UTR60044921,REF_3071,{}
STL_3072,TXN_13072,Axis Bank,8288,RTG123456,SWIFT123,24276.34,INR,settled,,BATCH_20260905,2026-09-06 15:24:00,UTR66044833,REF_3072,{}
STL_3073,TXN_13073,SBI,3820,RTG123456,SWIFT123,4737.95,INR,settled,,BATCH_20260905,2026-09-06 19:26:00,UTR17598147,REF_3073,{}
STL_3074,TXN_13074,Axis Bank,7903,RTG123456,SWIFT123,1935.28,INR,settled,,BATCH_20260905,2026-09-06 16:28:00,UTR74229638,REF_3074,{}
STL_3075,TXN_13075,ICICI Bank,1288,RTG123456,SWIFT123,16579.38,INR,settled,,BATCH_20260905,2026-09-06 18:30:00,UTR60678135,REF_3075,{}
STL_3076,TXN_13076,ICICI Bank,3353,RTG123456,SWIFT123,13462.65,INR,settled,,BATCH_20260905,2026-09-06 18:32:00,UTR71238334,REF_3076,{}
STL_3078,TXN_13078,SBI,2766,RTG123456,SWIFT123,4454.78,INR,settled,,BATCH_20260905,2026-09-06 18:36:00,UTR45378476,REF_3078,{}
STL_3082,TXN_13082,SBI,3108,RTG123456,SWIFT123,1150.01,INR,settled,,BATCH_20260905,2026-09-06 17:44:00,UTR28890342,REF_3082,{}
STL_3083,TXN_13083,Axis Bank,1006,RTG123456,SWIFT123,2222.69,INR,pending,,BATCH_20260905,,,REF_3083,{}
STL_3084,TXN_13084,HDFC Bank,5246,RTG123456,SWIFT123,1863.59,INR,settled,,BATCH_20260905,2026-09-06 18:48:00,UTR95146089,REF_3084,{}
STL_3085,TXN_13085,SBI,1443,RTG123456,SWIFT123,11827.45,INR,settled,,BATCH_20260905,2026-09-06 18:50:00,UTR43067626,REF_3085,{}
STL_3086,TXN_13086,SBI,4760,RTG123456,SWIFT123,6810.19,INR,settled,,BATCH_20260905,2026-09-06 16:52:00,UTR96355012,REF_3086,{}
STL_3087,TXN_13087,ICICI Bank,4794,RTG123456,SWIFT123,4255.89,INR,settled,,BATCH_20260905,2026-09-06 18:54:00,UTR94704706,REF_3087,{}
STL_3089,TXN_13089,Axis Bank,4833,RTG123456,SWIFT123,1398.14,INR,settled,,BATCH_20260905,2026-09-06 17:58:00,UTR22478918,REF_3089,{}
STL_3090,TXN_13090,SBI,4250,RTG123456,SWIFT123,12359.61,INR,settled,,BATCH_20260905,2026-09-06 17:00:00,UTR94873480,REF_3090,{}
STL_3091,TXN_13091,Axis Bank,4579,RTG123456,SWIFT123,135.44,INR,settled,,BATCH_20260905,2026-09-06 19:02:00,UTR56795258,REF_3091,{}
STL_3092,TXN_13092,ICICI Bank,2337,RTG123456,SWIFT123,506.82,INR,settled,,BATCH_20260905,2026-09-06 18:04:00,UTR45511401,REF_3092,{}
STL_3093,TXN_13093,HDFC Bank,7911,RTG123456,SWIFT123,11326.62,INR,settled,,BATCH_20260905,2026-09-06 16:06:00,UTR22759844,REF_3093,{}
STL_3094,TXN_13094,HDFC Bank,5820,RTG123456,SWIFT123,20533.75,INR,settled,,BATCH_20260905,2026-09-06 18:08:00,UTR53025111,REF_3094,{}
STL_3095,TXN_13095,ICICI Bank,5859,RTG123456,SWIFT123,19686.14,INR,settled,,BATCH_20260905,2026-09-06 17:10:00,UTR30010452,REF_3095,{}
STL_3096,TXN_13096,Axis Bank,3316,RTG123456,SWIFT123,20262.29,INR,settled,,BATCH_20260905,2026-09-06 16:12:00,UTR30650563,REF_3096,{}
STL_3097,TXN_13097,HDFC Bank,9743,RTG123456,SWIFT123,16964.76,INR,settled,,BATCH_20260905,2026-09-06 20:14:00,UTR91412343,REF_3097,{}
STL_3098,TXN_13098,Axis Bank,2645,RTG123456,SWIFT123,2677.21,INR,settled,,BATCH_20260905,2026-09-06 17:16:00,UTR68767652,REF_3098,{}
STL_3099,TXN_13099,Axis Bank,6977,RTG123456,SWIFT123,24857.97,INR,settled,,BATCH_20260905,2026-09-06 18:18:00,UTR52637868,REF_3099,{}
STL_3100,TXN_13100,Axis Bank,4906,RTG123456,SWIFT123,4981.81,INR,settled,,BATCH_20260905,2026-09-06 18:20:00,UTR37096949,REF_3100,{}
STL_3101,TXN_13101,HDFC Bank,7273,RTG123456,SWIFT123,12338.86,INR,settled,,BATCH_20260905,2026-09-06 18:22:00,UTR71158151,REF_3101,{}
STL_3102,TXN_13102,HDFC Bank,6661,RTG123456,SWIFT123,6091.58,INR,settled,,BATCH_20260905,2026-09-06 18:24:00,UTR20909457,REF_3102,{}
STL_3103,TXN_13103,Axis Bank,2850,RTG123456,SWIFT123,10274.04,INR,settled,,BATCH_20260905,2026-09-06 18:26:00,UTR63580547,REF_3103,{}
STL_3104,TXN_13104,Axis Bank,5283,RTG123456,SWIFT123,12655.9,INR,settled,,BATCH_20260905,2026-09-06 17:28:00,UTR58755681,REF_3104,{}
STL_3105,TXN_13105,Axis Bank,7049,RTG123456,SWIFT123,16477.82,INR,settled,,BATCH_20260905,2026-09-06 17:30:00,UTR57770923,REF_3105,{}
STL_3107,TXN_13107,ICICI Bank,9495,RTG123456,SWIFT123,5140.48,INR,settled,,BATCH_20260905,2026-09-06 17:34:00,UTR70839518,REF_3107,{}
STL_3108,TXN_13108,HDFC Bank,6606,RTG123456,SWIFT123,3020.84,INR,settled,,BATCH_20260905,2026-09-06 16:36:00,UTR10720473,REF_3108,{}
STL_3109,TXN_13109,ICICI Bank,7719,RTG123456,SWIFT123,12932.98,INR,settled,,BATCH_20260905,2026-09-06 20:38:00,UTR91352277,REF_3109,{}
STL_3110,TXN_13110,Axis Bank,6761,RTG123456,SWIFT123,20859.34,INR,settled,,BATCH_20260905,2026-09-06 17:40:00,UTR43236009,REF_3110,{}
STL_3111,TXN_13111,ICICI Bank,7532,RTG123456,SWIFT123,3891.95,INR,settled,,BATCH_20260905,2026-09-06 17:42:00,UTR65204525,REF_3111,{}
STL_3112,TXN_13112,ICICI Bank,8799,RTG123456,SWIFT123,11693.01,INR,pending,,BATCH_20260905,,,REF_3112,{}
STL_3113,TXN_13113,HDFC Bank,2340,RTG123456,SWIFT123,22610.28,INR,settled,,BATCH_20260905,2026-09-06 16:46:00,UTR61433013,REF_3113,{}
STL_3114,TXN_13114,HDFC Bank,3912,RTG123456,SWIFT123,1271.99,INR,settled,,BATCH_20260905,2026-09-06 17:48:00,UTR76844504,REF_3114,{}
STL_3116,TXN_13116,SBI,6564,RTG123456,SWIFT123,18540.97,INR,settled,,BATCH_20260905,2026-09-06 18:52:00,UTR89881428,REF_3116,{}
STL_3117,TXN_13117,HDFC Bank,9831,RTG123456,SWIFT123,18256.07,INR,settled,,BATCH_20260905,2026-09-06 18:54:00,UTR65075220,REF_3117,{}
STL_3118,TXN_13118,ICICI Bank,5742,RTG123456,SWIFT123,19129.17,INR,pending,,BATCH_20260905,,,REF_3118,{}
STL_3119,TXN_13119,Axis Bank,9507,RTG123456,SWIFT123,1987.73,INR,settled,,BATCH_20260905,2026-09-06 17:58:00,UTR57402467,REF_3119,{}
STL_3120,TXN_13120,SBI,5239,RTG123456,SWIFT123,19388.33,INR,settled,,BATCH_20260905,2026-09-06 17:00:00,UTR64862136,REF_3120,{}
STL_3122,TXN_13122,Axis Bank,9767,RTG123456,SWIFT123,19294.1,INR,settled,,BATCH_20260905,2026-09-06 21:04:00,UTR44790713,REF_3122,{}
STL_3123,TXN_13123,HDFC Bank,6268,RTG123456,SWIFT123,20529.97,INR,pending,,BATCH_20260905,,,REF_3123,{}
STL_3124,TXN_13124,SBI,1558,RTG123456,SWIFT123,11132.76,INR,settled,,BATCH_20260905,2026-09-06 21:08:00,UTR21546935,REF_3124,{}
STL_3125,TXN_13125,HDFC Bank,9761,RTG123456,SWIFT123,12321.44,INR,settled,,BATCH_20260905,2026-09-06 21:10:00,UTR36202431,REF_3125,{}
STL_3126,TXN_13126,Axis Bank,1776,RTG123456,SWIFT123,17919.52,INR,settled,,BATCH_20260905,2026-09-06 21:12:00,UTR69718350,REF_3126,{}
STL_3127,TXN_13127,SBI,2396,RTG123456,SWIFT123,3005.77,INR,settled,,BATCH_20260905,2026-09-06 19:14:00,UTR97856234,REF_3127,{}
STL_3128,TXN_13128,HDFC Bank,2150,RTG123456,SWIFT123,24185.16,INR,settled,,BATCH_20260905,2026-09-06 17:16:00,UTR27543355,REF_3128,{}
STL_3129,TXN_13129,SBI,2084,RTG123456,SWIFT123,2751.05,INR,settled,,BATCH_20260905,2026-09-06 18:18:00,UTR40754032,REF_3129,{}
STL_3130,TXN_13130,Axis Bank,3415,RTG123456,SWIFT123,5794.12,INR,settled,,BATCH_20260905,2026-09-06 18:20:00,UTR84606677,REF_3130,{}
STL_3131,TXN_13131,HDFC Bank,9047,RTG123456,SWIFT123,22899.04,INR,pending,,BATCH_20260905,,,REF_3131,{}
STL_3132,TXN_13132,ICICI Bank,4647,RTG123456,SWIFT123,20684.41,INR,settled,,BATCH_20260905,2026-09-06 19:24:00,UTR12015657,REF_3132,{}
STL_3133,TXN_13133,SBI,7505,RTG123456,SWIFT123,15940.06,INR,settled,,BATCH_20260905,2026-09-06 20:26:00,UTR24384779,REF_3133,{}
STL_3134,TXN_13134,SBI,5407,RTG123456,SWIFT123,21532.96,INR,settled,,BATCH_20260905,2026-09-06 21:28:00,UTR90041053,REF_3134,{}
STL_3136,TXN_13136,ICICI Bank,8243,RTG123456,SWIFT123,23499.41,INR,settled,,BATCH_20260905,2026-09-06 17:32:00,UTR16264394,REF_3136,{}
STL_3137,TXN_13137,HDFC Bank,8278,RTG123456,SWIFT123,23260.87,INR,settled,,BATCH_20260905,2026-09-06 18:34:00,UTR91793289,REF_3137,{}
STL_3138,TXN_13138,SBI,2735,RTG123456,SWIFT123,321.12,INR,settled,,BATCH_20260905,2026-09-06 20:36:00,UTR15345704,REF_3138,{}
STL_3139,TXN_13139,Axis Bank,6214,RTG123456,SWIFT123,15850.44,INR,settled,,BATCH_20260905,2026-09-06 17:38:00,UTR21483142,REF_3139,{}
STL_3140,TXN_13140,SBI,2842,RTG123456,SWIFT123,15752.2,INR,settled,,BATCH_20260905,2026-09-06 21:40:00,UTR91712531,REF_3140,{}
STL_3141,TXN_13141,ICICI Bank,9491,RTG123456,SWIFT123,18141.82,INR,settled,,BATCH_20260905,2026-09-06 21:42:00,UTR59943840,REF_3141,{}
STL_3143,TXN_13143,SBI,2996,RTG123456,SWIFT123,6620.77,INR,pending,,BATCH_20260905,,,REF_3143,{}
STL_3145,TXN_13145,ICICI Bank,6062,RTG123456,SWIFT123,3362.77,INR,settled,,BATCH_20260905,2026-09-06 17:50:00,UTR54232373,REF_3145,{}
STL_3146,TXN_13146,SBI,2731,RTG123456,SWIFT123,15491.43,INR,settled,,BATCH_20260905,2026-09-06 20:52:00,UTR69412659,REF_3146,{}
STL_3147,TXN_13147,HDFC Bank,7639,RTG123456,SWIFT123,2968.7,INR,settled,,BATCH_20260905,2026-09-06 17:54:00,UTR17401805,REF_3147,{}
STL_3148,TXN_13148,ICICI Bank,6857,RTG123456,SWIFT123,17138.08,INR,settled,,BATCH_20260905,2026-09-06 18:56:00,UTR12262644,REF_3148,{}
STL_3149,TXN_13149,Axis Bank,8696,RTG123456,SWIFT123,4428.26,INR,pending,,BATCH_20260905,,,REF_3149,{}
STL_3150,TXN_13150,ICICI Bank,6484,RTG123456,SWIFT123,24900.4,INR,settled,,BATCH_20260905,2026-09-06 20:00:00,UTR16790623,REF_3150,{}
STL_3151,TXN_13151,SBI,7223,RTG123456,SWIFT123,15101.73,INR,settled,,BATCH_20260905,2026-09-06 20:02:00,UTR59138753,REF_3151,{}
STL_3152,TXN_13152,Axis Bank,5579,RTG123456,SWIFT123,21219.53,INR,settled,,BATCH_20260905,2026-09-06 18:04:00,UTR65343380,REF_3152,{}
STL_3153,TXN_13153,ICICI Bank,8528,RTG123456,SWIFT123,16268.29,INR,settled,,BATCH_20260905,2026-09-06 18:06:00,UTR83546105,REF_3153,{}
STL_3154,TXN_13154,SBI,8520,RTG123456,SWIFT123,16577.01,INR,settled,,BATCH_20260905,2026-09-06 18:08:00,UTR44824181,REF_3154,{}
STL_3155,TXN_13155,Axis Bank,6151,RTG123456,SWIFT123,17677.91,INR,settled,,BATCH_20260905,2026-09-06 20:10:00,UTR94245353,REF_3155,{}
STL_3156,TXN_13156,ICICI Bank,2292,RTG123456,SWIFT123,1214.78,INR,settled,,BATCH_20260905,2026-09-06 21:12:00,UTR37208871,REF_3156,{}
STL_3158,TXN_13158,ICICI Bank,1549,RTG123456,SWIFT123,13068.51,INR,settled,,BATCH_20260905,2026-09-06 19:16:00,UTR10857435,REF_3158,{}
STL_3159,TXN_13159,Axis Bank,3167,RTG123456,SWIFT123,7047.18,INR,settled,,BATCH_20260905,2026-09-06 19:18:00,UTR87332937,REF_3159,{}
STL_3160,TXN_13160,Axis Bank,2308,RTG123456,SWIFT123,15380.11,INR,settled,,BATCH_20260905,2026-09-06 20:20:00,UTR48413434,REF_3160,{}
STL_3161,TXN_13161,SBI,7871,RTG123456,SWIFT123,22548.82,INR,settled,,BATCH_20260905,2026-09-06 18:22:00,UTR84393192,REF_3161,{}
STL_3162,TXN_13162,ICICI Bank,9478,RTG123456,SWIFT123,4710.53,INR,settled,,BATCH_20260905,2026-09-06 21:24:00,UTR39934228,REF_3162,{}
STL_3163,TXN_13163,HDFC Bank,6469,RTG123456,SWIFT123,532.66,INR,settled,,BATCH_20260905,2026-09-06 22:26:00,UTR51500903,REF_3163,{}
STL_3166,TXN_13166,Axis Bank,7648,RTG123456,SWIFT123,14507.85,INR,settled,,BATCH_20260905,2026-09-06 19:32:00,UTR52495627,REF_3166,{}
STL_3167,TXN_13167,ICICI Bank,5721,RTG123456,SWIFT123,4182.33,INR,settled,,BATCH_20260905,2026-09-06 20:34:00,UTR63527736,REF_3167,{}
STL_3168,TXN_13168,HDFC Bank,6782,RTG123456,SWIFT123,3176.84,INR,settled,,BATCH_20260905,2026-09-06 21:36:00,UTR35429614,REF_3168,{}
STL_3169,TXN_13169,ICICI Bank,8364,RTG123456,SWIFT123,24826.03,INR,settled,,BATCH_20260905,2026-09-06 19:38:00,UTR80700270,REF_3169,{}
STL_3170,TXN_13170,ICICI Bank,8132,RTG123456,SWIFT123,6853.96,INR,settled,,BATCH_20260905,2026-09-06 20:40:00,UTR49387510,REF_3170,{}
STL_3171,TXN_13171,HDFC Bank,6619,RTG123456,SWIFT123,10226.56,INR,settled,,BATCH_20260905,2026-09-06 22:42:00,UTR12885142,REF_3171,{}
STL_3174,TXN_13174,SBI,5142,RTG123456,SWIFT123,15452.31,INR,settled,,BATCH_20260905,2026-09-06 20:48:00,UTR27360309,REF_3174,{}
STL_3175,TXN_13175,SBI,1165,RTG123456,SWIFT123,13560.12,INR,settled,,BATCH_20260905,2026-09-06 18:50:00,UTR34192467,REF_3175,{}
STL_3176,TXN_13176,HDFC Bank,7607,RTG123456,SWIFT123,17633.73,INR,settled,,BATCH_20260905,2026-09-06 22:52:00,UTR58204708,REF_3176,{}
STL_3177,TXN_13177,Axis Bank,9804,RTG123456,SWIFT123,16079.21,INR,settled,,BATCH_20260905,2026-09-06 18:54:00,UTR90363343,REF_3177,{}
STL_3178,TXN_13178,HDFC Bank,2493,RTG123456,SWIFT123,1088.52,INR,settled,,BATCH_20260905,2026-09-06 20:56:00,UTR14727849,REF_3178,{}
STL_3179,TXN_13179,ICICI Bank,4186,RTG123456,SWIFT123,6049.62,INR,settled,,BATCH_20260905,2026-09-06 21:58:00,UTR76156980,REF_3179,{}
STL_3180,TXN_13180,HDFC Bank,2795,RTG123456,SWIFT123,17151.88,INR,settled,,BATCH_20260905,2026-09-06 19:00:00,UTR75845831,REF_3180,{}
STL_3181,TXN_13181,Axis Bank,6045,RTG123456,SWIFT123,20228.94,INR,settled,,BATCH_20260905,2026-09-06 23:02:00,UTR92416131,REF_3181,{}
STL_3182,TXN_13182,SBI,1988,RTG123456,SWIFT123,20061.91,INR,settled,,BATCH_20260905,2026-09-06 19:04:00,UTR67104271,REF_3182,{}
STL_3183,TXN_13183,HDFC Bank,5008,RTG123456,SWIFT123,23367.02,INR,settled,,BATCH_20260905,2026-09-06 22:06:00,UTR78096700,REF_3183,{}
STL_3184,TXN_13184,Axis Bank,8653,RTG123456,SWIFT123,21644.95,INR,settled,,BATCH_20260905,2026-09-06 21:08:00,UTR51050985,REF_3184,{}
STL_3185,TXN_13185,HDFC Bank,7125,RTG123456,SWIFT123,17841.65,INR,settled,,BATCH_20260905,2026-09-06 20:10:00,UTR64737302,REF_3185,{}
STL_3186,TXN_13186,SBI,7045,RTG123456,SWIFT123,1962.89,INR,settled,,BATCH_20260905,2026-09-06 23:12:00,UTR77181965,REF_3186,{}
STL_3188,TXN_13188,ICICI Bank,2290,RTG123456,SWIFT123,14135.45,INR,settled,,BATCH_20260905,2026-09-06 21:16:00,UTR52237376,REF_3188,{}
STL_3189,TXN_13189,Axis Bank,9032,RTG123456,SWIFT123,20913.85,INR,settled,,BATCH_20260905,2026-09-06 19:18:00,UTR67389791,REF_3189,{}
STL_3190,TXN_13190,ICICI Bank,1435,RTG123456,SWIFT123,22116.22,INR,settled,,BATCH_20260905,2026-09-06 21:20:00,UTR14048146,REF_3190,{}
STL_3191,TXN_13191,HDFC Bank,6730,RTG123456,SWIFT123,11856.97,INR,settled,,BATCH_20260905,2026-09-06 21:22:00,UTR13019159,REF_3191,{}
STL_3192,TXN_13192,ICICI Bank,1982,RTG123456,SWIFT123,15724.99,INR,settled,,BATCH_20260905,2026-09-06 19:24:00,UTR10843770,REF_3192,{}
STL_3193,TXN_13193,HDFC Bank,4748,RTG123456,SWIFT123,16104.53,INR,settled,,BATCH_20260905,2026-09-06 21:26:00,UTR19959289,REF_3193,{}
STL_3194,TXN_13194,Axis Bank,3305,RTG123456,SWIFT123,14240.45,INR,settled,,BATCH_20260905,2026-09-06 22:28:00,UTR95050023,REF_3194,{}
STL_3195,TXN_13195,HDFC Bank,6646,RTG123456,SWIFT123,4279.76,INR,settled,,BATCH_20260905,2026-09-06 19:30:00,UTR12892163,REF_3195,{}
STL_3196,TXN_13196,ICICI Bank,5252,RTG123456,SWIFT123,8040.22,INR,settled,,BATCH_20260905,2026-09-06 23:32:00,UTR19545319,REF_3196,{}
STL_3197,TXN_13197,ICICI Bank,7549,RTG123456,SWIFT123,2660.2,INR,settled,,BATCH_20260905,2026-09-06 21:34:00,UTR94985899,REF_3197,{}
STL_3198,TXN_13198,Axis Bank,7710,RTG123456,SWIFT123,13294.04,INR,settled,,BATCH_20260905,2026-09-06 20:36:00,UTR40964966,REF_3198,{}
STL_3199,TXN_13199,Axis Bank,4538,RTG123456,SWIFT123,13756.21,INR,settled,,BATCH_20260905,2026-09-06 19:38:00,UTR28965835,REF_3199,{}
STL_3200,TXN_13200,Axis Bank,5419,RTG123456,SWIFT123,12080.56,INR,settled,,BATCH_20260905,2026-09-06 19:40:00,UTR66960036,REF_3200,{}
STL_3201,TXN_13201,HDFC Bank,7299,RTG123456,SWIFT123,4447.35,INR,settled,,BATCH_20260905,2026-09-06 23:42:00,UTR50639785,REF_3201,{}
STL_3202,TXN_13202,ICICI Bank,5946,RTG123456,SWIFT123,20689.95,INR,settled,,BATCH_20260905,2026-09-06 21:44:00,UTR45531864,REF_3202,{}
STL_3203,TXN_13203,Axis Bank,1261,RTG123456,SWIFT123,3057.51,INR,settled,,BATCH_20260905,2026-09-06 21:46:00,UTR31243645,REF_3203,{}
STL_3204,TXN_13204,SBI,8821,RTG123456,SWIFT123,3080.92,INR,settled,,BATCH_20260905,2026-09-06 20:48:00,UTR33832002,REF_3204,{}
STL_3205,TXN_13205,HDFC Bank,5551,RTG123456,SWIFT123,10575.62,INR,settled,,BATCH_20260905,2026-09-06 21:50:00,UTR62810655,REF_3205,{}
STL_3206,TXN_13206,Axis Bank,7161,RTG123456,SWIFT123,6246.37,INR,settled,,BATCH_20260905,2026-09-06 19:52:00,UTR52946995,REF_3206,{}
STL_3207,TXN_13207,Axis Bank,7391,RTG123456,SWIFT123,24433.42,INR,settled,,BATCH_20260905,2026-09-06 23:54:00,UTR40099503,REF_3207,{}
STL_3208,TXN_13208,ICICI Bank,2405,RTG123456,SWIFT123,16709.19,INR,settled,,BATCH_20260905,2026-09-06 19:56:00,UTR13943976,REF_3208,{}
STL_3210,TXN_13210,HDFC Bank,5327,RTG123456,SWIFT123,18366.04,INR,settled,,BATCH_20260905,2026-09-06 22:00:00,UTR44952579,REF_3210,{}
STL_3211,TXN_13211,ICICI Bank,2981,RTG123456,SWIFT123,8231.08,INR,settled,,BATCH_20260905,2026-09-06 21:02:00,UTR64443828,REF_3211,{}
STL_3214,TXN_13214,HDFC Bank,4535,RTG123456,SWIFT123,22393.31,INR,pending,,BATCH_20260905,,,REF_3214,{}
STL_3215,TXN_13215,Axis Bank,7290,RTG123456,SWIFT123,22774.94,INR,settled,,BATCH_20260905,2026-09-06 20:10:00,UTR48832561,REF_3215,{}
STL_3216,TXN_13216,ICICI Bank,1445,RTG123456,SWIFT123,19673.9,INR,settled,,BATCH_20260905,2026-09-07 00:12:00,UTR82840844,REF_3216,{}
STL_3217,TXN_13217,Axis Bank,3656,RTG123456,SWIFT123,24580.25,INR,settled,,BATCH_20260905,2026-09-06 23:14:00,UTR70682519,REF_3217,{}
STL_3218,TXN_13218,HDFC Bank,5975,RTG123456,SWIFT123,18024.03,INR,settled,,BATCH_20260905,2026-09-06 20:16:00,UTR20065832,REF_3218,{}
STL_3219,TXN_13219,Axis Bank,5322,RTG123456,SWIFT123,8698.34,INR,settled,,BATCH_20260905,2026-09-06 23:18:00,UTR31997163,REF_3219,{}
STL_3220,TXN_13220,ICICI Bank,3030,RTG123456,SWIFT123,18012.71,INR,settled,,BATCH_20260905,2026-09-07 00:20:00,UTR64804033,REF_3220,{}
STL_3221,TXN_13221,ICICI Bank,5917,RTG123456,SWIFT123,1635.43,INR,settled,,BATCH_20260905,2026-09-06 21:22:00,UTR20483437,REF_3221,{}
STL_3224,TXN_13224,ICICI Bank,7834,RTG123456,SWIFT123,8544.77,INR,settled,,BATCH_20260905,2026-09-06 22:28:00,UTR38308543,REF_3224,{}
STL_3225,TXN_13225,Axis Bank,5341,RTG123456,SWIFT123,23913.8,INR,settled,,BATCH_20260905,2026-09-06 21:30:00,UTR60364639,REF_3225,{}
STL_3226,TXN_13226,SBI,7311,RTG123456,SWIFT123,462.22,INR,settled,,BATCH_20260905,2026-09-06 23:32:00,UTR25999608,REF_3226,{}
STL_3227,TXN_13227,HDFC Bank,7079,RTG123456,SWIFT123,7765.86,INR,settled,,BATCH_20260905,2026-09-06 22:34:00,UTR72881540,REF_3227,{}
STL_3228,TXN_13228,HDFC Bank,9455,RTG123456,SWIFT123,9303.44,INR,settled,,BATCH_20260905,2026-09-06 20:36:00,UTR31444403,REF_3228,{}
STL_3229,TXN_13229,HDFC Bank,6639,RTG123456,SWIFT123,19520.8,INR,settled,,BATCH_20260905,2026-09-07 00:38:00,UTR52528270,REF_3229,{}
STL_3230,TXN_13230,Axis Bank,5123,RTG123456,SWIFT123,13750.62,INR,settled,,BATCH_20260905,2026-09-06 23:40:00,UTR94077591,REF_3230,{}
STL_3231,TXN_13231,SBI,7098,RTG123456,SWIFT123,5834.9,INR,settled,,BATCH_20260905,2026-09-06 22:42:00,UTR75662328,REF_3231,{}
STL_3232,TXN_13232,ICICI Bank,2958,RTG123456,SWIFT123,21987.24,INR,settled,,BATCH_20260905,2026-09-07 00:44:00,UTR57760016,REF_3232,{}
STL_3233,TXN_13233,ICICI Bank,6572,RTG123456,SWIFT123,13847.44,INR,settled,,BATCH_20260905,2026-09-06 23:46:00,UTR63468578,REF_3233,{}
STL_3234,TXN_13234,Axis Bank,4438,RTG123456,SWIFT123,10966.02,INR,settled,,BATCH_20260905,2026-09-06 20:48:00,UTR25073749,REF_3234,{}
STL_3235,TXN_13235,SBI,3581,RTG123456,SWIFT123,19411.91,INR,settled,,BATCH_20260905,2026-09-06 22:50:00,UTR52679710,REF_3235,{}
STL_3236,TXN_13236,ICICI Bank,2734,RTG123456,SWIFT123,14039.97,INR,settled,,BATCH_20260905,2026-09-06 22:52:00,UTR57795492,REF_3236,{}
STL_3237,TXN_13237,HDFC Bank,1371,RTG123456,SWIFT123,16418.22,INR,settled,,BATCH_20260905,2026-09-07 00:54:00,UTR33384038,REF_3237,{}
STL_3238,TXN_13238,SBI,4559,RTG123456,SWIFT123,2338.28,INR,settled,,BATCH_20260905,2026-09-06 20:56:00,UTR69455733,REF_3238,{}
STL_3239,TXN_13239,HDFC Bank,8948,RTG123456,SWIFT123,15857.83,INR,settled,,BATCH_20260905,2026-09-06 23:58:00,UTR19860666,REF_3239,{}
STL_3240,TXN_13240,ICICI Bank,9915,RTG123456,SWIFT123,16385.46,INR,settled,,BATCH_20260905,2026-09-06 22:00:00,UTR51186404,REF_3240,{}
STL_3241,TXN_13241,HDFC Bank,5286,RTG123456,SWIFT123,10936.76,INR,pending,,BATCH_20260905,,,REF_3241,{}
STL_3242,TXN_13242,HDFC Bank,4607,RTG123456,SWIFT123,9152.54,INR,settled,,BATCH_20260905,2026-09-06 22:04:00,UTR90745460,REF_3242,{}
STL_3243,TXN_13243,SBI,3853,RTG123456,SWIFT123,13448.06,INR,settled,,BATCH_20260905,2026-09-07 01:06:00,UTR34314185,REF_3243,{}
STL_3244,TXN_13244,ICICI Bank,4299,RTG123456,SWIFT123,15188.88,INR,settled,,BATCH_20260905,2026-09-07 01:08:00,UTR77116806,REF_3244,{}
STL_3245,TXN_13245,ICICI Bank,7760,RTG123456,SWIFT123,4319.67,INR,settled,,BATCH_20260905,2026-09-06 23:10:00,UTR54727073,REF_3245,{}
STL_3246,TXN_13246,HDFC Bank,5796,RTG123456,SWIFT123,8619.57,INR,settled,,BATCH_20260905,2026-09-06 21:12:00,UTR38830679,REF_3246,{}
STL_3247,TXN_13247,SBI,1206,RTG123456,SWIFT123,6504.88,INR,settled,,BATCH_20260905,2026-09-06 22:14:00,UTR45363214,REF_3247,{}
STL_3249,TXN_13249,SBI,7058,RTG123456,SWIFT123,21636.24,INR,settled,,BATCH_20260905,2026-09-06 23:18:00,UTR62222944,REF_3249,{}
STL_3250,TXN_13250,SBI,2882,RTG123456,SWIFT123,10521.93,INR,settled,,BATCH_20260905,2026-09-07 01:20:00,UTR17024639,REF_3250,{}
STL_3251,TXN_13251,SBI,2793,RTG123456,SWIFT123,23394.95,INR,settled,,BATCH_20260905,2026-09-06 22:22:00,UTR50294924,REF_3251,{}
STL_3252,TXN_13252,ICICI Bank,7903,RTG123456,SWIFT123,2949.27,INR,settled,,BATCH_20260905,2026-09-06 23:24:00,UTR91344565,REF_3252,{}
STL_3253,TXN_13253,ICICI Bank,7259,RTG123456,SWIFT123,1144.54,INR,settled,,BATCH_20260905,2026-09-06 21:26:00,UTR58958604,REF_3253,{}
STL_3254,TXN_13254,HDFC Bank,1197,RTG123456,SWIFT123,14076.9,INR,settled,,BATCH_20260905,2026-09-06 23:28:00,UTR51878871,REF_3254,{}
STL_3255,TXN_13255,SBI,4061,RTG123456,SWIFT123,18015.87,INR,settled,,BATCH_20260905,2026-09-07 01:30:00,UTR94388723,REF_3255,{}
STL_3256,TXN_13256,SBI,8815,RTG123456,SWIFT123,2524.82,INR,settled,,BATCH_20260905,2026-09-07 01:32:00,UTR75141504,REF_3256,{}
